provider_name,type_of_care,address,city,state,zip,phone
Children's Choice Learning Connection,Child Care Center,1465 E. Madison Ave.,El Cajon,CA,92019,(619) 442-4014
Tender Care Pre-School and Child Care,Family Child Care Home,,San Diego,CA,92105,(619) 263-0920
Options Surround Care-Jordan,Child Care Center,10654 Jordan Road,Whittier,CA,90603,(626) 284-9935
Cook Family Child Care,Family Child Care Home,,Temecula,CA,92592,(951) 541-9198
Ridge City Preschool and Daycare,Child Care Center,6866 Linda Vista Rd,San Diego,CA,92111,(858) 277-1442
Community Christian School Preschool,Child Care Center,174 South O Street,Lincoln,CA,95648,(916) 434-0516
Elena Lopez Family Child Care,Family Child Care Home,,San Diego,CA,92139,(619) 470-1472
Hale Family Child Care,Family Child Care Home,,Los Angeles,CA,90008,(323) 294-7925
Morris Family Child Care,Family Child Care Home,,Lake Elsinore,CA,92532,(951) 314-5746
Pigtails and Snails Home Day Care,Family Child Care Home,,San Diego,CA,92124,(619) 368-8212
Monrovia Preschool,Child Care Center,303 W. Colorado Blvd.,Monrovia,CA,91016,(626) 357-2838
BUSD Discovery Play School at Timber Point Elementary,Child Care Center,40 Newbury Ln.,Discovery Bay,CA,94505,(925) 809-7556
S.E.E.D @ Antelope Hills Elementary,Child Care Center,36105 Murrieta Oaks Ave.,Murrieta,CA,92562,(951) 696-1600
Stars Montessori Academy,Child Care Center,1680 S. Melrose Drive #115,Vista,CA,92081,(760) 597-9796
Mini Miracles,Family Child Care Home,,Wildomar,CA,92595,(951) 445-4064
Hearts and Hands Christian Childcare and Preschool,Child Care Center,4111 Alder Ave.,Fremont,CA,94536,(510) 792-6200
Dalia Damian,Family Child Care Home,,Madera,CA,93637,(559) 675-8687
Stepping Stones Learning Center and Infant Care,Child Care Center,4460 Lincoln Ave. #5,Cypress,CA,90630,(714) 826-2311
Katina L. Gregory Day Care,Family Child Care Home,,Carlsbad,CA,92008,(442) 244-0635
Parsons Play Place Family Daycare,Family Child Care Home,,Lakeside,CA,92040,(760) 315-5666
Heritage Learning Center,Child Care Center,26720 Ynez Ct.,Temecula,CA,92591,(951) 676-1537
Pinktower Montessori School,Child Care Center,203 Laurine Lane,Fallbrook,CA,92028,(760) 728-4754
"Bogajczyk, Beverly Family Daycare",Family Child Care Home,,Lakeside,CA,92040,(619) 334-9060
Jessicas Family Daycare,Family Child Care Home,,San Diego,CA,92123,(619) 494-9889
Thomsen Learning Center,Family Child Care Home,,Ramona,CA,92065,(760) 518-9930
Flora Child Care,Family Child Care Home,,Albany,CA,94706,(510) 575-4610
Loving Hearts Daycare,Family Child Care Home,,Temecula,CA,92591,(951) 541-1565
Divine Beginnings Daycare and Academy,Family Child Care Home,,Hayward,CA,94541,(510) 501-8776
Skinner Rachel Family Child Care,Family Child Care Home,,San Diego,CA,92154,(619) 750-6270
Lisa's Lil Tikes Preschool ,Child Care Center,8475 La Mesa Blvd.,La Mesa,CA,91941,(619) 460-0393
Rise and Shine Family Daycare LLC,Family Child Care Home,,Oceanside,CA,92057,(760) 547-1356
Outlaw-Troutman Family Child Care,Family Child Care Home,,Murrieta,CA,92563,(619) 804-4194
Champions/Eagle Ranch,Child Care Center,12541 Eagle Ranch Pkwy,Victorville,CA,92392,(760) 948-6820
Building Blocks Home & Playcare,Family Child Care Home,,Santee,CA,92071,(760) 865-9644
Lake Balboa Family Child Care,Family Child Care Home,,Lake Balboa,CA,91406,(818) 220-8000
Fountain Valley School District,Child Care Center,9800 Yorktown Blvd.,Huntington Beach,CA,92646,(714) 962-4072
Nora's Family Daycare,Family Child Care Home,,Sunnyvale,CA,94086,(408) 373-0936
Bentley Family Child Care,Family Child Care Home,,Corona,CA,92883,(714) 651-9833
Del Mar Union School District - Carmel Valley Rd.,Child Care Center,5333 Old Carmel Valley Rd.,San Diego,CA,92130,(858) 793-0071
Friendly Childrens Garden Preschool and Daycare,Child Care Center,1836 Dixie St.,Oceanside,CA,92054,(760) 722-1626
St. Paul Lutheran Preschool,Child Care Center,701 S. Pleasant Ave.,Lodi,CA,95240,(209) 368-2747
Mariam Mohamed,Family Child Care Home,,La Mesa,CA,91941,(619) 755-2322
Cindy L Baudler Family Child Care Home,Family Child Care Home,,San Marcos,CA,92078,(760) 736-9932
Lucy LeBaron Family Childcare,Family Child Care Home,,Chula Vista,CA,91913,(619) 207-7216
The  Dot and the Line Daycare,Family Child Care Home,,La Mesa,CA,91941,(619) 770-8820
Little Planet Family Childcare,Family Child Care Home,,San Diego,CA,92154,(619) 690-9395
Little Angels Academy,Child Care Center,3076 L St.,San Diego,CA,92102,(619) 458-9553
"Woldu, Lia Family Child Care",Family Child Care Home,,San Diego,CA,92115,(619) 255-9290
"Pilgrim,Thrishia Family Child Care",Family Child Care Home,,San Diego,CA,92104,(619) 357-0003
Children's Choice ,Child Care Center,9748 Los Coches Rd. Suite 13,Lakeside,CA,92040,(619) 561-1178
SonRise Christian Preschool,Child Care Center,462 South Stage Coach Ln.,Fallbrook,CA,92028,(760) 728-1032
Amairany's Family Daycare,Family Child Care Home,,Chula Vista,CA,91915,(619) 482-4568
Learning Jungle School - La Mesa Campus,Child Care Center,7484 University Ave Suite 100,La Mesa,CA,91942,(619) 589-9196
KinderCare Learning Center LLC,Child Care Center,1553 Bailey Rd.,Concord,CA,94521,(925) 682-9560
"Kenebrew, Carol Family Child Care",Family Child Care Home,,San Diego,CA,92124,(619) 922-2601
Prestige Preschool Academy,Child Care Center,7148 Rancho Santa Fe Rd.,Carlsbad,CA,92009,(760) 891-0902
Next Generation Educational Center,Child Care Center,8989 Mira Mesa Blvd.,San Diego,CA,92126,(858) 536-8800
Sylvia Lopez-Romo Child Care,Family Child Care Home,,Chula Vista,CA,91910,(619) 206-5400
St. David's School Pre-Kindrgarten,Child Care Center,5613 Garvin Avenue,Richmond,CA,94905,(510) 232-1736
"Aguilar Gonzalez, Gladys",Family Child Care Home,,Chula Vista,CA,91914,(619) 633-4473
Juju's Fun Learning Center,Family Child Care Home,,San Diego,CA,92124,(619) 598-4150
Racing To Success Daycare,Family Child Care Home,,Vista,CA,92083,(760) 521-8866
Rosa Cibrian,Family Child Care Home,,Chula Vista,CA,91911,(619) 852-6452
"Sandlin, Cecilia Family Child Care",Family Child Care Home,,Chula Vista,CA,91915,(619) 869-3896
Encinitas Shining Stars Preschool,Child Care Center,"511 Encinitas Blvd, #114",Encinitas,CA,92024,(760) 436-5433
Mini Miracles Academy,Child Care Center,139 Canyon Drive,Oceanside,CA,92054,(760) 439-7492
"Carreno, Ana & Cuauhtemoc Family Child Care",Family Child Care Home,,Chula Vista,CA,91914,(619) 850-7357
Lopez Maria Family Child Care,Family Child Care Home,,Chula Vista,CA,91911,(619) 382-0410
"Kid Time, Inc",Child Care Center,200 Mayhew Way,Walnut Creek,CA,94597,(925) 930-6550
McDowell School,Child Care Center,29028 Aloma Ave.,Laguna Niguel,CA,92677,(949) 495-5162
Kiddie Academy of Huntington Beach,Child Care Center,19342 Beach Blvd.,Huntington Beach,CA,92648,(714) 968-0078
YALE Preschool - Hill Creek,Child Care Center,9664 Jeremy St.,Santee,CA,92071,(619) 258-2369
Lopez Vanessa Family Day Care,Family Child Care Home,,Chula Vista,CA,91913,(619) 271-8862
De Silva Family Child Care,Family Child Care Home,,Menifee,CA,92584,(951) 777-4961
"Osorio, America & Aguirre, Luz Family Child Care",Family Child Care Home,,La Mesa,CA,91942,(619) 825-3309
Carlsbad Educational Foundation- Jefferson Elem.,Child Care Center,3743 Jefferson St,Carlsbad,CA,92008,(760) 929-1555
Elizabeth Hasbun,Family Child Care Home,,Anaheim,CA,92804,(714) 527-4051
Beth L. Upton,Family Child Care Home,,Imperial Beach,CA,91932,(619) 423-2344
Lisa D Homework Club ,Child Care Center,77-530 Enfield Lane G2,Palm Desert,CA,92211,(760) 574-4115
Concepcion Villegas,Family Child Care Home,,Murrieta,CA,92562,(209) 678-8777
Chino Montessori School,Child Care Center,6010 Riverside Dr.,Chino,CA,91710,(909) 465-6008
Little Scholars Montessori,Child Care Center,6873 Capri Ave,Ventura,CA,93003,(805) 676-1488
Gloria V. Smith Family Day Care,Family Child Care Home,,Lemon Grove,CA,91945,(619) 964-4861
Munchkinland San Francisco,Family Child Care Home,,San Francisco,CA,94121,(415) 386-2006
Sonshine Kids School ,Child Care Center,3595 Sonoma Ave,Santa Rosa,CA,95405,(707) 544-1620
"Gil, Maria Family Child Care",Family Child Care Home,,Chula Vista,CA,91914,(619) 405-4178
(DUP) Kidsbel,Child Care Center,609 S. Westmoreland Ave.,Los Angeles,CA,90005,(213) 785-1158
Encinitas Country Day School - San Elijo Campus,Child Care Center,3616 Manchester Ave,Encinitas,CA,92024,(760) 942-1111
Kids Land Academy (Bakshi Family Child Care),Family Child Care Home,,Redlands,CA,92374,(909) 731-0350
Penleigh Child Development Center,Child Care Center,1400 E. St. Unit D & E,Sacramento,CA,95814,(916) 822-5020
Touching the Hearts of Children,Family Child Care Home,,Bonita,CA,91902,(619) 347-0402
Eagles Nest Preschool,Child Care Center,10262 Colima Rd,Whittier,CA,90603,(562) 903-1460
Silverman Preschool at Tifereth Israel Synagogue,Child Care Center,6660 Cowles Mtn. Blvd.,San Diego,CA,92119,(619) 697-1948
Kindercare Education as Champions,Child Care Center,9300 Wren Ave,Gilroy,CA,95020,(408) 707-9381
Kidsbel,Child Care Center,613 S. Westmoreland Ave,Los Angeles,CA,90005,(213) 785-1158
Imelda  Garcia Sandoval,Family Child Care Home,,West Covina,CA,91791,(626) 319-4679
Herreras Family Childcare,Family Child Care Home,,Glendora,CA,91740,(626) 274-6860
Tutor Time Child Care/Learning Center ,Child Care Center,10420 Alta Loma Drive,Rancho Cucamonga,CA,91737,(909) 484-8899
Gloria Aldrete Daycare Inc,Family Child Care Home,,Chula Vista,CA,91913,(619) 565-6881
Silver Gate Elementary YMCA,Child Care Center,1499 Venice St,San Diego,CA,92107,(619) 226-8888
Educare Children's Center,Child Care Center,50 El Camino Drive,Corte Madera,CA,94925,(415) 924-9902
"YMCA- North Valley Y, Calahan St. Elementary School",Child Care Center,18722 Knapp St,Northridge,CA,91324,(818) 368-3231
"Theano, Celine Family Child Care",Family Child Care Home,,San Diego,CA,92103,(858) 449-4891
Bi Xia Day Care,Family Child Care Home,,Oakland,CA,94602,(510) 530-3763
Mendoza Family Child Care,Family Child Care Home,,San Ysidro,CA,92173,(619) 386-5192
Fusion P/S Academy III/Little Cone Zone,Child Care Center,701 B St,Marysville,CA,95901,(916) 296-8011
Lisa Cassel,Family Child Care Home,,San Jacinto,CA,92583,(951) 487-8235
Montessori on Copper Hill ,Child Care Center,27908 Seco Canyon Rd.,Santa Clarita,CA,91350,(661) 673-5676
Navarrete Family Child Care,Family Child Care Home,,Whittier,CA,90601,(562) 908-4950
Kids on Campus @Discovery Elementary,Child Care Center,730 Applewilde Dr.,San Marcos,CA,92078,(760) 752-1279
Evangelina Godina,Family Child Care Home,,Spring Valley,CA,91977,(619) 713-5512
Sprouting Tree Learning Center,Child Care Center,9750 Galvin Ave,San Diego,CA,92126,(858) 226-2164
Treehouse Christian Preschool 2,Child Care Center,921 Woodrow Ave.,Modesto,CA,95350,(209) 527-2250
Rainbow Rising-Northwood ,Child Care Center,28 Carson St.,Irvine,CA,92620,(949) 651-0224
East County Family YMCA- Dailard,Child Care Center,6425 Cibola Rd.,San Diego,CA,92120,(619) 462-9622
Silvia Alvarado,Family Child Care Home,,Perris,CA,92571,(951) 581-3683
Brighten Academy Preschool  Inc,Child Care Center,290 N. Villa Avenue,Clovis,CA,93612,(559) 294-1310
First Christian Church Child Development Center,Child Care Center,1751 North Park Avenue,Pomona,CA,91768,(909) 629-3636
Little Feet Playschool Home DayCare,Family Child Care Home,,El Cajon,CA,92020,(619) 402-8271
UCSF Kirkham Child Development Center,Child Care Center,10 Kirkham St,San Francisco,CA,94143,(415) 664-1217
"Wong, Hung Har ",Family Child Care Home,,San Francisco,CA,94112,(415) 586-9228
Precious Time for Precious Kids,Child Care Center,3420 Mesa Verdes Drive,El Dorado Hills,CA,95762,(916) 941-0984
Kellies Academy for Kids Child Dev. Ctr.,Child Care Center,5702 Clark Drive,Huntington Beach,CA,92649,(714) 377-0533
Valley Presbyterian Preschool,Child Care Center,9240 Haskell,North hills,CA,91343,(818) 892-1622
Evans Family Day Care,Family Child Care Home,,Hawthorne,CA,90250,(323) 777-5493
Salwa Hamed,Family Child Care Home,,Walnut Creek,CA,94595,(925) 930-6564
Meherbani Khalsa ,Family Child Care Home,,San Diego,CA,92103,(619) 692-3521
Skyline Preschool,Child Care Center,12540 Skyline Boulevard,Oakland,CA,94619,(510) 530-0884
La Mesa United Methodist Children's Center,Child Care Center,4687 Palm Ave,La Mesa,CA,91941,(619) 466-8407
Montessori Learning Center ,Child Care Center,331 N. Harbor,Anahelm,CA,92805,(714) 999-6618
Garden Day School,Child Care Center,3817 Mission Ave #105,Oceanside,CA,92058,(760) 967-7000
Cornerstone Preschool Palo Alto ,Family Child Care Home,,Palo Alto,CA,94303,(650) 646-1341
Woodcrest Preschool ,Child Care Center,6043 Tampa Ave.,Tarzana,CA,91356,(818) 345-3002
Cornerstone Children's Center,Child Care Center,2407 Dana St.,Berkeley,CA,94704,(510) 280-6126
Aim High Child Care Center Inc.,Child Care Center,204 Griffith Ln,Brentwood,CA,94513,(925) 516-3945
River City Early Learning Ctr,Child Care Center,3051 Babson Dr.,Elk Grove,CA,95758,(916) 691-6420
Milani Dupre,Family Child Care Home,,Sacramento,CA,95835,(916) 419-9552
Poway Unified School District- Turtleback,Child Care Center,15855 Turtleback Rd,San Diego,CA,92127,(858) 521-2800
Garlich Family Child Care LLC,Family Child Care Home,,Wildomar,CA,92595,(909) 821-1006
Growing Brilliant Ventures,Child Care Center,101 Hazelmere Dr,Folsom,CA,95630,(916) 984-3800
Tutor Time Childcare Learning Center,Child Care Center,17150 Soledad Cyn Rd.,Canyon Country,CA,91387,(661) 252-3144
Our Lady of Guadalupe Preschool,Child Care Center,340 Massey Street,Hermosa Beach,CA,90254,(310) 372-7486
St. Columba Preschool,Child Care Center,3365 Glencolum Drive,San Diego,CA,92123,(858) 279-0161
New Harvest Church,Child Care Center,698 N. Minnewawa Ave,Clovis,CA,93611,(559) 797-7030
Jacqeline Macnear,Child Care Center,1214 Chestnut Lane,Davis,CA,95616,(530) 400-3517
Extended Day Child Care Dougherty,Child Care Center,5301 Hibernia Dr,Dublin,CA,94568,(925) 803-4154
Kiddie Corral Child Care,Family Child Care Home,,Vacaville,CA,95687,(707) 320-2588
The Learning Experience Eastvale,Child Care Center,12755 Limonile Ave,Eastvale,CA,92880,(951) 817-8817
Kids Country @ Quail Run ,Child Care Center,4040 Goldenbay Ave,San Ramon,CA,94582,(925) 743-9108
Claires Montessori,Child Care Center,7331 Beech Ave,Orangevale,CA,95662,(916) 987-5663
Nettles Gloria Family Child Care,Family Child Care Home,,San Diego,CA,92124,(619) 806-2178
Rise & Shine Daycare ,Family Child Care Home,,Fresno,CA,93705,(559) 240-8682
Alonzo Family Childcare,Family Child Care Home,,Temecula,CA,92592,(619) 855-2019
Kiddie Academy of Diamond Bar,Child Care Center,21385 Cold Spring Lane,Diamond Bar,CA,91765,(909) 444-4848
Extended Day Child Care Center,Child Care Center,2100 East Cantara Drive,Dublin,CA,94568,(925) 560-8191
"Quezada, Alejandra Family Child Care",Family Child Care Home,,San Diego,CA,92129,(858) 722-1279
Christ the Cornerstone Preschool,Child Care Center,9028 Westmore Road,San Diego,CA,92126,(858) 566-1741
Poway USD- Los Pensaquitos,Child Care Center,14122 Cuca Street,San Diego,CA,92129,(858) 521-2800
Jaber Family Child Care,Family Child Care Home,,Eastvale,CA,92880,(909) 263-5702
Prestige Preschool,Child Care Center,16498 Royal Oak,Irvine,CA,92618,(949) 559-6810
Resurrection Lutheran Infant Care Center,Child Care Center,7557 Amador Valley Blvd,Dublin,CA,94568,(925) 828-2122
Kids on Campus-Paloma,Child Care Center,660 Camino Magnifico,San Marcos,CA,92069,(760) 752-1279
Little Sunshine,Family Child Care Home,,San Diego,CA,92105,(619) 727-0437
Rising Star Preschool,Child Care Center,3040 Fairmount Ave,San Diego,CA,92105,(619) 213-9356
Good Samaritan Preschool and Infant/Toddler Center,Child Care Center,1350 Shatto St.,Los Angeles,CA,90017,(213) 977-2355
Santa Margarita Children's Center,Child Care Center,1055 Las Ovejas Ave Suite #5,San Rafael,CA,94903,(415) 499-1277
Partners in Learning ,Child Care Center,5251 Chesebro Road,Agoura Hills,CA,91301,(818) 865-8600
Sanchez Family Child Care,Family Child Care Home,,Moreno Valley,CA,92555,(951) 310-5323
Danville Montessori School,Child Care Center,919 Camino Ramon,Danville,CA,94526,(925) 838-7434
Theory of Play Child Development Center,Child Care Center,2105 N. Tracy Blvd,Tracy,CA,95376,(209) 597-5705
"Mitchell, Andrea Family Child Care ",Family Child Care Home,,Santee,CA,92071,(405) 301-0515
STAR Education - Broadway,Child Care Center,1012 Lincoln Blvd,Venice,CA,90291,(310) 755-8482
SAY-Marvin Extended Day Program,Child Care Center,5720 Brunswick St.,San Diego,CA,92120,(858) 565-4148
Anita Gonzalez,Family Child Care Home,,Bakersfield,CA,93311,(760) 379-6802
"The Vine Learning Center II, Inc",Child Care Center,6704 Linda Vista Rd.,San Diego,CA,92111,(858) 974-1222
Santos Family Day Care,Family Child Care Home,,Bellflower,CA,90706,(562) 506-4843
Peninsula Family YMCA Preschool ,Child Care Center,4427 Valeta Street,San Diego,CA,92107,(619) 226-8888
A Good Time Out,Child Care Center,3402 Calloway Dr Suite 501,Bakersfield,CA,93312,(661) 410-8463
Yale Preschool ,Child Care Center,10201 Settle Rd,Santee,CA,92071,(619) 258-2369
Redeemer Lutheran Preschool,Child Care Center,16351 Springdale St,Huntington Beach,CA,92649,(714) 840-7117
Kiddie Academy,Child Care Center,1400 N Vasco Rd,Livermore,CA,94551,(925) 292-1948
Prince of Peace Lutheran Nursery School,Child Care Center,1421 W Ball Rd,Anaheim,CA,92802,(714) 774-0993
BrightStar Learning Center,Child Care Center,6621 Glen Drive,Huntington Beach,CA,92647,(714) 895-4063
Our Lady of Lourdes Preschool,Child Care Center,741 Ware Ave,Colusa,CA,95932,(530) 458-8208
Wiseburn Child Development Center (Anza),Child Care Center,12110 S Hindry Ave,Hawthorne,CA,90250,(310) 725-2102
Marleys Preschool ,Child Care Center,223 Seal Beach Blvd,Seal Beach,CA,90742,(562) 598-2900
Carter-Bedoya Family Child Care,Family Child Care Home,,Whittier,CA,90604,(562) 906-0101
Children's Montessori Center,Child Care Center,19 North Hidalgo Ave,Alhambra,CA,91801,(626) 282-8258
Timesha Hickenbottom ,Family Child Care Home,,Perris,CA,92571,(951) 269-3074
Best Beginning Family Day Care,Family Child Care Home,,Pittsburg,CA,94565,(925) 473-0395
Kids Place to Explore and Learn LLC,Child Care Center,1820 West Grant Line Road,Tracy,CA,95377,(209) 834-5086
Happy Times Child Development Center,Child Care Center,755 Civic Center Dr,Vista,CA,92084,(760) 560-7031
Carlsbad Educational Foundation - Hope Elem.,Child Care Center,3010 Tamarack Ave,Carlsbad,CA,92008,(760) 929-1555
Kids Depot of Otay Ranch,Child Care Center,1394 E. Palomar St. Suite 210,Chula Vista,CA,91913,(619) 656-0506
Adventure Club - Blue Oaks,Child Care Center,8150 Horncastle Ave,Roseville,CA,95747,(916) 746-1260
Temecula Valley Unified School District,Child Care Center,42240 Camino Romo,Temecula,CA,92592,(951) 506-7061
Mona M Beltran-Blay,Family Child Care Home,,Garden Grove,CA,92845,(714) 891-4513
Sunshine - Valencia Valley,Child Care Center,23601 Carrizo Dr,Valencia,CA,91355,(661) 254-2687
Hacienda Child Development Center,Child Care Center,4671 Chabot Dr.,Pleasanton,CA,94588,(925) 463-2885
Creative Learning Academy,Child Care Center,28721 Los Alisos,Mission Viejo,CA,92692,(919) 539-6315
Macedo Family Childcare,Family Child Care Home,,Lake Elsinore,CA,92530,(951) 805-8902
Bibiano Family Child Care,Family Child Care Home,,Helendale,CA,92342,(760) 243-5852
Contreras Family Child Care,Family Child Care Home,,Los Angeles,CA,90011,(323) 233-7154
Santos Family Childcare,Family Child Care Home,,Moreno Valley,CA,92553,(951) 208-4273
Mottard Family Care,Family Child Care Home,,Camarillo,CA,93010,(805) 388-7659
Sunview Elementary,Child Care Center,7713 Juliette Low Dr,Huntington Beach,CA,92647,(714) 847-2551
Toni Seidel Family Child Care,Family Child Care Home,,Santee,CA,92071,(619) 448-7133
Cherished Moments,Family Child Care Home,,Camarillo,CA,93012,(805) 982-0619
ABC Pre-School Day Care Center ,Child Care Center,263 Carpenteria Rd,Aromas,CA,95004,(831) 726-2357
VUSD AM-PM - Hannalei,Child Care Center,120 Hannalei Dr,Vista,CA,92084,(760) 643-2675
VUSD AM-PM - Alamosa,Child Care Center,5130 Alamosa Park Dr,Oceanside,CA,92056,(760) 643-2675
Sunland Diamond Bar Montessori Academy Inc,Child Care Center,23555 Palomino Dr,Diamond Bar,CA,91765,(909) 396-8747
Anna Family Daycare ,Family Child Care Home,,San Diego,CA,92122,(858) 455-7501
Mary Bailey-Talboy,Family Child Care Home,,Citrus Heights,CA,95610,(916) 367-8747
Ludolph Christina Family Childcare,Family Child Care Home,,San Diego,CA,92124,(303) 475-9440
Oceanside Shinning Stars Preschool & Infant Center LLC,Child Care Center,1122 S Coast Hwy,Oceanside,CA,92054,(760) 435-0713
Extended Day Child Care Center-Murray School,Child Care Center,8436 Davona Dr,Dublin,CA,94568,(925) 829-4043
A Child's Place Learning Center Inc,Child Care Center,1941 Church Street,Costa Mesa,CA,92627,(949) 646-4318
USC Alcazar Child Development Center,Child Care Center,2215 Alcazar Street,Los Angeles,CA,90033,(323) 405-6400
TelStar Montessori Child Care Center,Child Care Center,9320 Telstar Ave,El Monte,CA,91731,(626) 312-6381
Kids' Care at Pacific Rim Elementary,Child Care Center,1100 Camino De Las Ondas,Carlsbad,CA,92009,(760) 929-1555
Happy Hearts Family Child Care,Family Child Care Home,,North Hollywood,CA,91606,(818) 309-7838
OUSD-Child Development Services @ NOHL Canyon Elementary,Child Care Center,4100 Nohl Ranch Rd,Anahem,CA,92807,(714) 628-5413
Terese's Daycare,Family Child Care Home,,Anaheim,CA,92804,(714) 995-2770
Palcare,Child Care Center,949 California Dr,Burlingame,CA,94010,(650) 340-1289
Montana Preschool,Family Child Care Home,,Santa Monica,CA,90402,(310) 663-2169
Yang Fan Preschool,Child Care Center,4160 Hacienda Drive #200,Pleasanton,CA,94588,(925) 847-3023
Grand Lake Montessori,Child Care Center,466 Chetwood St,Oakland,CA,94610,(510) 836-4313
A Village Child Care,Family Child Care Home,,Long Beach,CA,90804,(562) 343-2900
Copley-Price Family YMCA Preschool Child Care,Child Care Center,4300 El Cajon Blvd,San Diego,CA,92105,(619) 280-9622
Tiffinnie Family Child Care Home,Family Child Care Home,,San Diego,CA,92154,(626) 806-2909
Winding Walk Child Care,Family Child Care Home,,Cula Vista,CA,91915,(619) 395-5146
San Miguel Daycare,Family Child Care Home,,San Miguel,CA,93451,(805) 467-3273
Kidz Club Family Day Care ,Family Child Care Home,,Palmdale,CA,93552,(661) 350-7972
Great Kids Childcare,Family Child Care Home,,Tracy,CA,95376,(209) 346-5173
Bertha Gonzalez Family Child Care,Family Child Care Home,,San Diego,CA,92102,(619) 779-5335
Tribue Family Child Care,Family Child Care Home,,Menifee,CA,92584,(951) 430-1570
Safari Preschool,Family Child Care Home,,San Diego,CA,92154,(619) 379-8891
Bahana Family Child Care,Family Child Care Home,,San Diego,CA,92113,(619) 231-1054
English French Learning Academy ,Child Care Center,3219 Clairemont Mesa Blvd,San Diego,CA,92117,(858) 274-2890
Little Oaks Child Care & Preschool,Family Child Care Home,,Elk Grove,CA,95757,(916) 627-0091
Alicia Delgado Childcare,Family Child Care Home,,Lemon Grove,CA,91945,(619) 741-4788
Michelle Lainez,Family Child Care Home,,Chula Vista,CA,91910,(805) 427-6676
Hazels Christian Preschool and Childcare Center II,Child Care Center,1525 Oakdale Rd,Modesto,CA,95355,(209) 521-4422
Academy of Scholars/SCCSC,Child Care Center,518 18th St,Sacramento,CA,95811,(916) 607-4236
Martha Dolores Family Child Care,Family Child Care Home,,San Diego,CA,92154,(619) 210-3850
Searcy Family Child Care,Family Child Care Home,,Temecula,CA,92592,(951) 501-9932
Orozco Jennifer Family Child Care,Family Child Care Home,,San Diego,CA,92124,(815) 514-3592
Empire Montessori Preschool ,Child Care Center,3765 Washington Blvd,Fremont,CA,94538,(510) 979-1696
Rossmoor Childrens Center Inc,Child Care Center,4161 Green Ave,Los Alamitos,CA,90720,(562) 431-6553
Milestone Academy Preschool ,Child Care Center,444 E Market Room #5,Daly City,CA,94014,(650) 755-2348
Ochoa Family Child Care,Family Child Care Home,,Huntington Park,CA,90255,(323) 583-7217
Carden Dominion School Inc,Child Care Center,25313 Narbonne Ave,Lomita,CA,90717,(310) 530-5242
4th R - Hollywood Park,Child Care Center,4915 Harte Way,Sacramento,CA,95822,(916) 277-6186
Cristina and Alfonso Delgado,Family Child Care Home,,Lemon Grove,CA,91945,(619) 248-2205
Denise Perez Family Child Care,Family Child Care Home,,Lodi,CA,95240,(209) 371-9459
St Marys Montessori School,Child Care Center,7370 W Liberty Parkway,Fontana,CA,92336,(909) 200-4747
Tanisha Montgomery,Family Child Care Home,,San Diego,CA,92124,(858) 598-5351
Camarillo Family YMCA,Child Care Center,5750 Fieldcrest Dr,Camarillo,CA,93012,(805) 484-0423
Honroe Family Childcare,Family Child Care Home,,Lake Elsinore,CA,92532,(951) 471-8859
Bright Stars Children's Center LLC,Child Care Center,1055 Las Ovejas Avenue,San Rafael,CA,94903,(415) 310-7543
Mel-O-Dee Montessori Center,Child Care Center,3659 Motor Ave,Los Angeles,CA,90034,(310) 837-3431
Gaytan Family Child Care,Family Child Care Home,,Los Angeles,CA,90039,(818) 805-8381
Children's Choice,Child Care Center,8824 Cottonwood Ave,Santee,CA,92071,(619) 457-0381
Monica J Vanenzuela,Family Child Care Home,,Palmdale,CA,93551,(661) 273-7995
Von Moos Family Child Care,Family Child Care Home,,Menifee,CA,92584,(760) 908-9545
Little Tree Playschool ,Child Care Center,7275 Santa Teresa Blvd.,San Jose,CA,95139,(408) 800-2113
Quavonte Ray Family Child Care,Family Child Care Home,,San Diego,CA,92115,(901) 692-0268
M & M Mini Care,Family Child Care Home,,Torrance,CA,90501,(310) 782-6121
Bright Montessori School ,Child Care Center,1479 E Broadway,Glendale,CA,91205,(818) 244-0111
Westwood Elementary - ESS Program,Child Care Center,17449 Matinal Rd.,San Diego,CA,92127,(858) 521-2800
Kathleen May Colbert,Family Child Care Home,,Redding,CA,96001,(530) 246-2174
La Petite Academy,Child Care Center,11100 Collett Ave.,Riverside,CA,92505,(951) 688-1313
El Camino Preschool,Child Care Center,2002 California St.,Oceanside,CA,92054,(760) 722-5050
Happy Angels Haven,Family Child Care Home,,Laguna Hills,CA,92653,(949) 830-4169
OC Kids Childcare Inc - Cawthon,Child Care Center,10160 Denni St,Cypress,CA,90630,(714) 484-7844
"Aguiar, Justina Family Child Care",Family Child Care Home,,San Diego,CA,92114,(619) 906-6833
Barton's Nursery School ,Child Care Center,645 Pomona Ave.,Oroville,CA,95965,(530) 533-0573
Barton's Infant Center,Child Care Center,616 Pomona Ave.,Oroville,CA,95965,(530) 533-0573
Beyond Alphabets,Family Child Care Home,,Mission Viejo,CA,92691,(949) 293-0138
Village Montessori School of Irvine ,Child Care Center,4552 Sandburg Way,Irvine,CA,92612,(949) 786-7494
South Coast Montessori,Child Care Center,7421 Mirano Dr,Goleta,CA,93117,(805) 845-6555
Harriet Apponsah Family Child Care,Family Child Care Home,,San Diego,CA,92115,(973) 393-5430
